Year,name,value,reactor
2020,Annual Time Online (Hours),8368,BROWNS FERRY-2
2020,Electricity Supplied (GWh),10098.92,BROWNS FERRY-2
2021,Reference Unit Power (MWe),1200,BROWNS FERRY-2
2021,Annual Time Online (Hours),7440,BROWNS FERRY-2
2021,Electricity Supplied (GWh),9186.32,BROWNS FERRY-2
2022,Reference Unit Power (MWe),1200,BROWNS FERRY-2
2022,Annual Time Online (Hours),8760,BROWNS FERRY-2
2022,Electricity Supplied (GWh),10981.47,BROWNS FERRY-2
2023,Reference Unit Power (MWe),1200,BROWNS FERRY-2
2023,Annual Time Online (Hours),7979,BROWNS FERRY-2
2023,Electricity Supplied (GWh),9813.14,BROWNS FERRY-2
1976,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1976,Annual Time Online (Hours),1994,BROWNS FERRY-3
1976,Electricity Supplied (GWh),1416.9,BROWNS FERRY-3
1977,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1977,Annual Time Online (Hours),7857,BROWNS FERRY-3
1977,Electricity Supplied (GWh),7247.5,BROWNS FERRY-3
1978,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1978,Annual Time Online (Hours),6225,BROWNS FERRY-3
1978,Electricity Supplied (GWh),5554.3,BROWNS FERRY-3
1979,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1979,Annual Time Online (Hours),5704,BROWNS FERRY-3
1979,Electricity Supplied (GWh),5482.5,BROWNS FERRY-3
1980,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1980,Annual Time Online (Hours),6949,BROWNS FERRY-3
1980,Electricity Supplied (GWh),6936.1,BROWNS FERRY-3
1981,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1981,Annual Time Online (Hours),6358,BROWNS FERRY-3
1981,Electricity Supplied (GWh),6264.8,BROWNS FERRY-3
1982,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1982,Annual Time Online (Hours),5022,BROWNS FERRY-3
1982,Electricity Supplied (GWh),4892.8,BROWNS FERRY-3
1983,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1983,Annual Time Online (Hours),5417,BROWNS FERRY-3
1983,Electricity Supplied (GWh),5394.3,BROWNS FERRY-3
1984,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1984,Annual Time Online (Hours),503,BROWNS FERRY-3
1984,Electricity Supplied (GWh),290.5,BROWNS FERRY-3
1985,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1985,Annual Time Online (Hours),1496,BROWNS FERRY-3
1985,Electricity Supplied (GWh),1526.47,BROWNS FERRY-3
1986,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1986,Annual Time Online (Hours),NA,BROWNS FERRY-3
1986,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1987,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1987,Annual Time Online (Hours),NA,BROWNS FERRY-3
1987,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1988,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1988,Annual Time Online (Hours),NA,BROWNS FERRY-3
1988,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1989,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1989,Annual Time Online (Hours),NA,BROWNS FERRY-3
1989,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1990,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1990,Annual Time Online (Hours),NA,BROWNS FERRY-3
1990,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1991,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1991,Annual Time Online (Hours),NA,BROWNS FERRY-3
1991,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1992,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1992,Annual Time Online (Hours),NA,BROWNS FERRY-3
1992,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1993,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1993,Annual Time Online (Hours),NA,BROWNS FERRY-3
1993,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1994,Reference Unit Power (MWe),NA,BROWNS FERRY-3
1994,Annual Time Online (Hours),NA,BROWNS FERRY-3
1994,Electricity Supplied (GWh),NA,BROWNS FERRY-3
1995,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1995,Annual Time Online (Hours),810,BROWNS FERRY-3
1995,Electricity Supplied (GWh),764.62,BROWNS FERRY-3
1996,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1996,Annual Time Online (Hours),8412,BROWNS FERRY-3
1996,Electricity Supplied (GWh),8803.5,BROWNS FERRY-3
1997,Reference Unit Power (MWe),1065,BROWNS FERRY-3
1997,Annual Time Online (Hours),8302,BROWNS FERRY-3
1997,Electricity Supplied (GWh),8523.36,BROWNS FERRY-3
1998,Reference Unit Power (MWe),1118,BROWNS FERRY-3
1998,Annual Time Online (Hours),7863,BROWNS FERRY-3
1998,Electricity Supplied (GWh),7884.88,BROWNS FERRY-3
1999,Reference Unit Power (MWe),1118,BROWNS FERRY-3
1999,Annual Time Online (Hours),8760,BROWNS FERRY-3
1999,Electricity Supplied (GWh),9730.59,BROWNS FERRY-3
2000,Reference Unit Power (MWe),1118,BROWNS FERRY-3
2000,Annual Time Online (Hours),8311,BROWNS FERRY-3
2000,Electricity Supplied (GWh),9097.37,BROWNS FERRY-3
2001,Reference Unit Power (MWe),1118,BROWNS FERRY-3
2001,Annual Time Online (Hours),8760,BROWNS FERRY-3
2001,Electricity Supplied (GWh),9803.36,BROWNS FERRY-3
2002,Reference Unit Power (MWe),1118,BROWNS FERRY-3
2002,Annual Time Online (Hours),8407,BROWNS FERRY-3
2002,Electricity Supplied (GWh),9260.08,BROWNS FERRY-3
2003,Reference Unit Power (MWe),1118,BROWNS FERRY-3
2003,Annual Time Online (Hours),8463,BROWNS FERRY-3
2003,Electricity Supplied (GWh),9325.73,BROWNS FERRY-3
2004,Reference Unit Power (MWe),1118,BROWNS FERRY-3
2004,Annual Time Online (Hours),8000,BROWNS FERRY-3
2004,Electricity Supplied (GWh),8701.83,BROWNS FERRY-3
2005,Reference Unit Power (MWe),1114,BROWNS FERRY-3
2005,Annual Time Online (Hours),8384,BROWNS FERRY-3
2005,Electricity Supplied (GWh),9153.72,BROWNS FERRY-3
2006,Reference Unit Power (MWe),1114,BROWNS FERRY-3
2006,Annual Time Online (Hours),7974,BROWNS FERRY-3
2006,Electricity Supplied (GWh),8638.83,BROWNS FERRY-3
2007,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2007,Annual Time Online (Hours),8372,BROWNS FERRY-3
2007,Electricity Supplied (GWh),9086.06,BROWNS FERRY-3
2008,Reference Unit Power (MWe),1104,BROWNS FERRY-3
2008,Annual Time Online (Hours),6794,BROWNS FERRY-3
2008,Electricity Supplied (GWh),7300.59,BROWNS FERRY-3
2009,Reference Unit Power (MWe),1104,BROWNS FERRY-3
2009,Annual Time Online (Hours),8433,BROWNS FERRY-3
2009,Electricity Supplied (GWh),9175.41,BROWNS FERRY-3
2010,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2010,Annual Time Online (Hours),7625,BROWNS FERRY-3
2010,Electricity Supplied (GWh),7858.11,BROWNS FERRY-3
2011,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2011,Annual Time Online (Hours),7731,BROWNS FERRY-3
2011,Electricity Supplied (GWh),8451.13,BROWNS FERRY-3
2012,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2012,Annual Time Online (Hours),7455,BROWNS FERRY-3
2012,Electricity Supplied (GWh),7999.54,BROWNS FERRY-3
2013,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2013,Annual Time Online (Hours),8443,BROWNS FERRY-3
2013,Electricity Supplied (GWh),9234.3,BROWNS FERRY-3
2014,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2014,Annual Time Online (Hours),7911,BROWNS FERRY-3
2014,Electricity Supplied (GWh),8565.45,BROWNS FERRY-3
2015,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2015,Annual Time Online (Hours),8760,BROWNS FERRY-3
2015,Electricity Supplied (GWh),9623.05,BROWNS FERRY-3
2016,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2016,Annual Time Online (Hours),7906,BROWNS FERRY-3
2016,Electricity Supplied (GWh),8308.77,BROWNS FERRY-3
2017,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2017,Annual Time Online (Hours),8760,BROWNS FERRY-3
2017,Electricity Supplied (GWh),9651.06,BROWNS FERRY-3
2018,Reference Unit Power (MWe),1105,BROWNS FERRY-3
2018,Annual Time Online (Hours),7243,BROWNS FERRY-3
2018,Electricity Supplied (GWh),8099.12,BROWNS FERRY-3
2019,Reference Unit Power (MWe),1210,BROWNS FERRY-3
2019,Annual Time Online (Hours),8390,BROWNS FERRY-3
2019,Electricity Supplied (GWh),10313.85,BROWNS FERRY-3
2020,Reference Unit Power (MWe),1210,BROWNS FERRY-3
2020,Annual Time Online (Hours),7870,BROWNS FERRY-3
2020,Electricity Supplied (GWh),9501.81,BROWNS FERRY-3
2021,Reference Unit Power (MWe),1210,BROWNS FERRY-3
2021,Annual Time Online (Hours),8760,BROWNS FERRY-3
2021,Electricity Supplied (GWh),10922.05,BROWNS FERRY-3
2022,Reference Unit Power (MWe),1210,BROWNS FERRY-3
2022,Annual Time Online (Hours),7645,BROWNS FERRY-3
2022,Electricity Supplied (GWh),8947.91,BROWNS FERRY-3
2023,Reference Unit Power (MWe),1210,BROWNS FERRY-3
2023,Annual Time Online (Hours),8573,BROWNS FERRY-3
2023,Electricity Supplied (GWh),10261.99,BROWNS FERRY-3
1975,Reference Unit Power (MWe),821,BRUNSWICK-2
1975,Annual Time Online (Hours),3254,BRUNSWICK-2
1975,Electricity Supplied (GWh),1423.8,BRUNSWICK-2
1976,Reference Unit Power (MWe),789,BRUNSWICK-2
1976,Annual Time Online (Hours),4911,BRUNSWICK-2
1976,Electricity Supplied (GWh),2486.6,BRUNSWICK-2
1977,Reference Unit Power (MWe),790,BRUNSWICK-2
1977,Annual Time Online (Hours),4872,BRUNSWICK-2
1977,Electricity Supplied (GWh),2436.6,BRUNSWICK-2
1978,Reference Unit Power (MWe),790,BRUNSWICK-2
1978,Annual Time Online (Hours),7018,BRUNSWICK-2
1978,Electricity Supplied (GWh),4794.6,BRUNSWICK-2
1979,Reference Unit Power (MWe),790,BRUNSWICK-2
1979,Annual Time Online (Hours),5741,BRUNSWICK-2
1979,Electricity Supplied (GWh),3652.1,BRUNSWICK-2
1980,Reference Unit Power (MWe),790,BRUNSWICK-2
1980,Annual Time Online (Hours),3086,BRUNSWICK-2
1980,Electricity Supplied (GWh),1864.6,BRUNSWICK-2
1981,Reference Unit Power (MWe),790,BRUNSWICK-2
1981,Annual Time Online (Hours),5800,BRUNSWICK-2
1981,Electricity Supplied (GWh),3283.9,BRUNSWICK-2
1982,Reference Unit Power (MWe),790,BRUNSWICK-2
1982,Annual Time Online (Hours),3378,BRUNSWICK-2
1982,Electricity Supplied (GWh),1942.1,BRUNSWICK-2
1983,Reference Unit Power (MWe),790,BRUNSWICK-2
1983,Annual Time Online (Hours),5630,BRUNSWICK-2
1983,Electricity Supplied (GWh),3941.7,BRUNSWICK-2
1984,Reference Unit Power (MWe),790,BRUNSWICK-2
1984,Annual Time Online (Hours),2236,BRUNSWICK-2
1984,Electricity Supplied (GWh),1429.01,BRUNSWICK-2
1985,Reference Unit Power (MWe),790,BRUNSWICK-2
1985,Annual Time Online (Hours),6983,BRUNSWICK-2
1985,Electricity Supplied (GWh),5021.91,BRUNSWICK-2
1986,Reference Unit Power (MWe),790,BRUNSWICK-2
1986,Annual Time Online (Hours),4027,BRUNSWICK-2
1986,Electricity Supplied (GWh),2933.07,BRUNSWICK-2
1987,Reference Unit Power (MWe),790,BRUNSWICK-2
1987,Annual Time Online (Hours),8203,BRUNSWICK-2
1987,Electricity Supplied (GWh),5694.1,BRUNSWICK-2
1988,Reference Unit Power (MWe),790,BRUNSWICK-2
1988,Annual Time Online (Hours),5361,BRUNSWICK-2
1988,Electricity Supplied (GWh),3929.22,BRUNSWICK-2
1989,Reference Unit Power (MWe),790,BRUNSWICK-2
1989,Annual Time Online (Hours),5763,BRUNSWICK-2
1989,Electricity Supplied (GWh),4195.43,BRUNSWICK-2
1990,Reference Unit Power (MWe),790,BRUNSWICK-2
1990,Annual Time Online (Hours),5616,BRUNSWICK-2
1990,Electricity Supplied (GWh),4067.43,BRUNSWICK-2
1991,Reference Unit Power (MWe),754,BRUNSWICK-2
1991,Annual Time Online (Hours),4959,BRUNSWICK-2
1991,Electricity Supplied (GWh),3664.18,BRUNSWICK-2
1992,Reference Unit Power (MWe),754,BRUNSWICK-2
1992,Annual Time Online (Hours),2200,BRUNSWICK-2
1992,Electricity Supplied (GWh),1315.1,BRUNSWICK-2
